Appliances,,Cooktops,,Excessive Flames From Burner,"Other, Please provide description",Tech II III,normal,,
Appliances,,Cooktops,,Missing Component,"Other, Please provide description",Tech II III,normal,,
Appliances,,Cooktops,,Noisy,"Other, Please provide description",Tech II III,normal,,
Appliances,,Cooktops,,Not Secured,"Other, Please provide description",Tech II III,normal,,
Appliances,,Cooktops,,No Power,No power,Tech II III,high,,
Appliances,,Cooktops,,Smoke From Burner,"Other, Please provide description",Tech II III,normal,,
Appliances,,Cooktops,,Light not working,Light Not operating,Tech II III,normal,x,
Appliances,,Cooktops,,Won't Heat,"Other, Please provide description",Tech II III,normal,,
Appliances,,Dishwasher,,Broken Control Panel,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Dishwasher,,Broken Racks,,Tech I II III,normal,x,
Appliances,,Dishwasher,,Damaged,,Tech I II III,normal,x,
Appliances,,Dishwasher,,Dispenser Will Not Open,,Tech I II III,normal,,
Appliances,,Dishwasher,,Dry Heat Not Working,,Tech I II III,normal,x,
Appliances,,Dishwasher,,Leaks,Leaking Water- Supply Line,Tech I II III,emergency,,
Appliances,,Dishwasher,,Missing Component,Leaking water- Drain Line,Tech I II III,normal,,
Appliances,,Dishwasher,,No Water,Starts- will not fill water,Tech I II III,normal,,
Appliances,,Dishwasher,,Noisy,Preventative maintenance ,Tech I II III,normal,,
Appliances,,Dishwasher,,Not Cleaning,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Dishwasher,,Will not operate,Will not operate,Tech I II III,normal,,
Appliances,,Dishwasher,,Not Draining/Floods,will not drain,Tech I II III,normal,,
Appliances,,Dishwasher,,Not secured to cabinet,Not secured to cabinet,Tech I II III,normal,,
Appliances,,Dishwasher,,"Other, Please Provide Description","Other, Please provide description",Tech I II III,normal,,
Appliances,,Dishwasher,,No Power,No power,Tech I II III,normal,,
Appliances,,Dishwasher,,Strange Odor,"Other, Please provide description",Tech I II III,normal,x,
Appliances,,Dishwasher,,Tracks Do Not Align,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Dishwasher,,Water Is Not Hot,No hot water - dishwasher only,Tech I II III,normal,,
Appliances,,Dishwasher,,Door will not close properly,Door will not close properly,Tech I II III,normal,,
Appliances,,Microwave,,Broken Control Panel,Error code on screen ,Tech II III,normal,,
Appliances,,Microwave,,Damaged,Preventative maintenance ,Tech I II III,normal,,
Appliances,,Microwave,,Loose Handle,loose door handle,Tech I II III,normal,,
Appliances,,Microwave,,Missing Component,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Microwave,,Noisy,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Microwave,,Not Secured,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Microwave,,"Other, Please Provide Description","Other, Please provide description",Tech I II III,normal,,
Appliances,,Microwave,,No Power,No power,Tech II III,normal,,
Appliances,,Microwave,,Strange Odor,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Microwave,,Turntable not operational,,Tech I II III,normal,x,
Appliances,,Microwave,,Won't Close,Door will not close properly,Tech I II III,normal,,
Appliances,,Microwave,,Won't Heat,operating and not heating,Tech II III,normal,,
Appliances,,Microwave,,,"Other, Please provide description",Tech I II III,normal,,
Appliances,,"Other, Please Provide Description",,,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,Broken Control Panel,Preventative maintenance ,Tech I II III,normal,,
Appliances,,Range,,Broken Shelf,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,Damaged,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,Error Code,,Tech II III,high,,
Appliances,,Range,,Gas Odor,Gas Odor,Tech II III,emergency,,
Appliances,,Range,,Light Not operating,Light Not operating,Tech I II III,normal,x,
Appliances,,Range,,Missing Component,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,Noisy,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,Not Secured,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,No Power,No power,Tech II III,emergency,,
Appliances,,Range,,Smoke Emits From Range,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,Strange Odor,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,Wiring Off,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,Won't Close/Seal,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Range,,Not heating,operating not Heating,Tech II III,emergency,,
Appliances,,Refrigerator,,Broken Shelf/Drawer,,Tech I II III,normal,x,
Appliances,,Refrigerator,,Damaged,Preventative maintenance ,Tech I II III,normal, ,
Appliances,,Refrigerator,,Freezer Frosting,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Refrigerator,,Freezer Not freezing,Freezer Not freezing,Tech III,emergency,,
Appliances,,Refrigerator,,Ice maker not operating,Ice maker not operating,Tech II III,normal,,
Appliances,,Refrigerator,,Loose Handle,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Refrigerator,,Missing Component,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Refrigerator,,Noisy,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Refrigerator,,"Other, Please Provide Description","Other, Please provide description",Tech I II III,high,,
Appliances,,Refrigerator,,No power,No power,Tech II III,emergency,,
Appliances,,Refrigerator,,Strange Odor,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Refrigerator,,Water leaking from refrigerator or water line,Water leaking from refrigertor or water line,Tech II III,emergency,,
Appliances,,Refrigerator,,Door Will Not close Properly,Door Will Not close Properly,Tech II III,high,,
Appliances,,Refrigerator,,Refrigerator not cooling,Refrigerator will not cool,Tech II III,emergency,,
Appliances,,Refrigerator,,"Other, Please provide description","Other, Please provide description",Tech I II III,normal,,
Appliances,,Wall Oven,,Broken Control Panel,Preventative maintenance ,Tech I II III,normal,,
Appliances,,Wall Oven,,Broken Shelf,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Wall Oven,,Damaged,"Other, Please provide description",Tech I II III,normal,x,
Appliances,,Wall Oven,,Error Code,,Tech II III,high,,
Appliances,,Wall Oven,,Gas Leak,Gas Odor,Tech II III,emergency,,
Appliances,,Wall Oven,,Missing Component,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Wall Oven,,Noisy,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Wall Oven,,Not Secured,Wall oven not secured to wall ,Tech I II III,high,,
Appliances,,Wall Oven,,Light Not operating,Light Not operating,Tech I II III,normal,x,
Appliances,,Wall Oven,,No Power,No power,Tech II III,emergency,,
Appliances,,Wall Oven,,Smoke Emits From Oven,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Wall Oven,,Strange Odor,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Wall Oven,,Wiring Off,"Other, Please provide description",Tech I II III,normal,,
Appliances,,Wall Oven,,Door will not close properly,Door will not close properly,Tech I II III,high,,
Appliances,,Wall Oven,,Not Heating,operating Not Heating,Tech II III,emergency,,
Appliances,,Wall Oven,,"Other, Please provide description","Other, Please provide description",Tech I II III,normal,,
Appliances,,Water Heater,,Damaged,Preventative maintenance ,Tech I II III,normal,,
Appliances,,Water Heater,,Leaking,Leaking water ,vend,emergency,,
Appliances,,Water Heater,,No/Insufficient Hot Water,Insufficient Hot water,Tech II III,high,,
